x,y
-3.0,-0.09144859275874395
-2.9393939393939394,-0.2146501652557562
-2.878787878787879,-0.1950211895927082
-2.8181818181818183,-0.16549942467188825
-2.757575757575758,-0.39806315364554873
-2.696969696969697,-0.45353122203055857
-2.6363636363636362,-0.32608657611442393
-2.5757575757575757,-0.4593774535440423
-2.515151515151515,-0.6332128136646508
-2.4545454545454546,-0.5800010702101116
-2.393939393939394,-0.7262615701323797
-2.333333333333333,-0.7696588570953504
-2.2727272727272725,-0.7394005855016058
-2.212121212121212,-0.9926318631366295
-2.1515151515151514,-1.0085602839434864
-2.090909090909091,-0.9239918968357773
-2.0303030303030303,-0.9975544985704773
-1.9696969696969697,-0.8900638138851346
-1.9090909090909092,-1.0341244366189093
-1.8484848484848484,-1.1029220305372065
-1.7878787878787878,-0.8299651115203173
-1.7272727272727273,-1.0103601572403298
-1.6666666666666665,-0.9886551372829726
-1.606060606060606,-1.1418530983586443
-1.5454545454545454,-1.0541171866959158
-1.4848484848484849,-0.9852164983780615
-1.4242424242424243,-1.1043795419129006
-1.3636363636363635,-0.9410492015864873
-1.303030303030303,-1.0244282316324134
-1.2424242424242424,-0.9757379794276962
-1.1818181818181817,-0.9854677355651458
-1.121212121212121,-0.7154000623004441
-1.0606060606060606,-0.8740013306986552
-1.0,-0.9472420777034866
-0.9393939393939394,-0.7249460136169205
-0.8787878787878789,-0.8920503734686869
-0.8181818181818183,-0.7090178602095983
-0.7575757575757573,-0.8831292566339026
-0.6969696969696968,-0.7747156342384867
-0.6363636363636362,-0.574588663961377
-0.5757575757575757,-0.4706237283084439
-0.5151515151515151,-0.4755298777967665
-0.4545454545454546,-0.45061879619238476
-0.39393939393939403,-0.41393940636812265
-0.33333333333333304,-0.4750468958328947
-0.2727272727272725,-0.34134332837506925
-0.21212121212121193,-0.256597917430769
-0.15151515151515138,-0.045223875744031236
-0.09090909090909083,-0.05642209455202414
-0.030303030303030276,-0.2066024083065504
0.030303030303030276,0.06270678970975652
0.09090909090909083,0.05227569546723863
0.15151515151515138,0.08324389833532693
0.21212121212121238,0.2717016692188775
0.27272727272727293,0.37245885978519394
0.3333333333333335,0.4203227087077722
0.39393939393939403,0.29990728448692994
0.4545454545454546,0.4081327303684393
0.5151515151515151,0.5257930490561199
0.5757575757575757,0.6420248990202209
0.6363636363636367,0.5463573637637607
0.6969696969696972,0.6233311316822622
0.7575757575757578,0.5765287468453226
0.8181818181818183,0.6102835573020068
0.8787878787878789,0.8512185907110045
0.9393939393939394,0.9428245076843217
1.0,0.8342699726498631
1.0606060606060606,0.9730048980140642
1.121212121212121,0.9367914832561013
1.1818181818181817,0.8607850988816936
1.2424242424242422,0.9827081649992099
1.3030303030303028,1.1181680192871297
1.3636363636363633,0.9750363995100593
1.4242424242424248,1.145744549752071
1.4848484848484853,0.7343342469400737
1.5454545454545459,1.08186916468092
1.6060606060606064,1.0080829865611158
1.666666666666667,0.9655072227051782
1.7272727272727275,0.9969586048452265
1.787878787878788,0.7777730969523835
1.8484848484848486,0.939724471619926
1.9090909090909092,0.9790332862179629
1.9696969696969697,1.0692779516188136
2.0303030303030303,0.8444443647096701
2.090909090909091,0.7869137836223613
2.1515151515151514,0.7858927963337294
2.212121212121212,0.8928440504410572
2.2727272727272725,0.7964719236241776
2.333333333333334,0.6701098613616203
2.3939393939393945,0.7312465441624687
2.454545454545455,0.6439648295035117
2.5151515151515156,0.683129874124444
2.575757575757576,0.4659156170715976
2.6363636363636367,0.4512416430053859
2.6969696969696972,0.39090671102242436
2.757575757575758,0.22829632136000327
2.8181818181818183,0.3474144380191484
2.878787878787879,0.28589557062076637
2.9393939393939394,0.20133508080288384
3.0,0.11766129472235252
